Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,ylabel
1,Famine,0,179,179,179,159,154.0008,0
1,Famine,1,159,179,179,258,669.6501,0
1,Famine,0,80,139,139,139,56.4734,1
1,Famine,1,0,119,119,119,0,0
1,Famine,1,99,99,99,100,210.4525,0
1,Famine,0,139,99,99,80,147.147,0
1,Famine,1,99,80,80,99,80.878,0
2,Famine,1,0,179,318,338,824.4387,0
1,Famine,0,139,199,199,80,146.96,1
1,Famine,0,139,179,179,179,320.8746,0
1,Flood,0,119,159,159,119,101.5972,2
1,Famine,0,80,99,99,159,102.2008,0
2,Hurricane,1,99,139,338,378,226.5657,1
1,Famine,1,219,139,139,99,151.8634,1
1,Famine,1,319,319,319,279,72.0434,1
1,Flood,0,139,119,119,100,184.5704,2
1,Flood,0,139,139,139,139,168.8742,2
1,Flood,1,80,179,179,0,751.5106,2
1,Famine,0,0,119,119,159,0,0
1,Famine,0,139,179,179,199,289.5971,0
2,Flood,0,80,318,457,119,1362.6682,2
1,Hurricane,0,179,99,99,219,87.4486,1
1,Famine,0,139,179,179,119,229.5049,1
2,Famine,0,238,179,278,159,130.5153,0
1,Famine,0,80,119,119,100,143.4164,1
1,Famine,0,219,179,179,119,141.5141,0
1,Famine,0,238,139,139,99,163.0069,1
1,Famine,0,358,199,199,119,103.2582,1
1,Famine,0,99,179,179,100,105.3043,1
1,Famine,0,139,179,179,139,47.3207,0
1,Famine,1,99,139,139,139,128.8507,0
1,Famine,0,239,139,139,99,323.939,0
1,Famine,0,99,119,119,179,249.0848,0
1,Flood,0,219,159,159,239,178.0569,2
1,Famine,0,119,219,219,99,213.9585,1
1,Hurricane,0,179,119,119,199,113.1923,0
1,Flood,0,100,219,219,80,95.5,2
1,Famine,0,278,99,99,219,112.5711,1
1,Famine,1,219,139,139,99,129.5473,1
2,Famine,0,219,139,318,139,193.1094,1
2,Famine,0,80,199,338,179,168.7965,0
1,Famine,0,179,179,179,139,104.1933,0
2,Famine,1,338,80,199,199,307.0818,0
2,Flood,1,219,298,755,0,37.1652,2
1,Famine,0,159,139,139,338,310.2084,1
3,Famine,0,139,100,378,119,764.5826,1
1,Famine,0,139,179,179,239,237.5084,1
1,Famine,0,199,199,199,139,131.5466,1
1,Famine,1,139,119,119,179,329.9898,0
1,Famine,1,159,99,99,159,179.0175,1
1,Famine,0,0,139,139,139,0,0
1,Hurricane,0,179,99,99,80,183.5824,1
3,Flood,1,258,99,377,80,184.0849,2
1,Hurricane,1,139,139,139,139,423.1229,0
1,Flood,1,139,139,139,298,116.5011,2
1,Famine,1,518,20,20,140,119.3786,1
1,Famine,0,159,238,238,199,106.3602,1
1,Famine,0,80,139,139,338,168.2149,1
1,Famine,0,159,219,219,139,98.0778,1
3,Famine,0,119,278,517,199,614.1974,0
1,Famine,0,239,139,139,179,116.3873,1
1,Famine,1,119,219,219,139,108.417,1
1,Flood,1,179,219,219,159,841.6249,2
1,Famine,0,80,80,80,80,353.0287,1
1,Famine,1,199,159,159,298,551.8066,1
1,Hurricane,1,80,219,219,238,91.4289,1
1,Famine,1,159,199,199,179,86.6444,0
1,Famine,0,179,159,159,239,142.678,0
1,Flood,1,139,100,100,99,42.45,2
1,Flood,1,219,139,139,139,93.2805,2
2,Famine,0,199,139,338,159,389.0145,1
1,Flood,1,99,139,139,99,251.584,2
1,Famine,0,239,199,199,338,107.2287,1
2,Hurricane,0,199,159,358,279,50.1597,1
1,Famine,1,99,179,179,139,284.103,1
2,Flood,1,139,219,438,259,157.4206,2
1,Famine,0,417,99,99,119,131.0467,1
1,Famine,1,199,279,279,199,199.5902,1
1,Famine,0,199,139,139,159,174.3395,1
1,Flood,0,119,139,139,80,215.5748,2
1,Famine,0,298,99,99,298,216.3059,0
1,Flood,1,159,219,219,238,251.4642,2
2,Flood,1,179,139,974,0,89.0351,2
1,Hurricane,1,199,239,239,219,143.8923,0
1,Famine,1,0,99,99,199,0,1
1,Flood,1,0,139,139,179,0,2
2,Flood,0,298,100,239,199,444.3647,2
1,Hurricane,1,179,179,179,139,156.0008,0
2,Hurricane,1,119,219,398,159,533.271,1
1,Famine,1,119,80,80,219,154.2806,0
1,Hurricane,1,278,99,99,99,383.2039,0
2,Flood,1,99,179,358,358,77.854,2
1,Flood,0,119,119,119,219,520.8467,2
1,Flood,0,139,258,258,139,261.5005,2
2,Flood,1,80,199,298,99,227.175,2
1,Famine,0,219,99,99,179,191.845,1
1,Hurricane,1,139,139,139,99,142.6482,0
1,Famine,0,159,80,80,199,417.3068,1
2,Famine,1,99,179,477,298,203.0222,1
1,Famine,0,179,80,80,139,317.2389,0
1,Flood,1,238,159,159,159,190.7623,2
1,Hurricane,1,339,20,20,239,158.2948,0
2,Famine,1,219,199,358,139,190.19,0
2,Famine,1,99,119,218,139,380.659,1
1,Flood,1,298,258,258,239,143.0472,2
1,Hurricane,1,139,80,80,179,113.0863,1
1,Flood,0,139,80,80,80,203.1311,2
1,Hurricane,1,139,139,139,318,59.5189,0
1,Flood,1,497,159,159,199,192.7596,2
2,Famine,0,159,99,198,80,520.3953,1
1,Flood,1,119,358,358,179,216.2279,2
1,Hurricane,1,99,139,139,99,231.8027,1
1,Famine,0,139,179,179,179,122.0092,1
2,Famine,0,179,179,338,139,217.1687,0
1,Famine,0,80,179,179,139,469.6408,0
2,Famine,0,139,159,338,179,185.7344,0
1,Hurricane,0,199,120,120,20,129.4314,1
1,Hurricane,1,139,139,139,318,52,0
1,Famine,0,199,119,119,179,136.7452,1
1,Hurricane,1,139,139,139,179,378.5476,0
1,Famine,0,0,199,199,119,0,0
1,Hurricane,0,139,139,139,119,194.1262,1
1,Hurricane,1,139,139,139,179,200.9384,0
2,Hurricane,1,338,119,238,199,246.3433,1
1,Famine,0,159,179,179,179,136.8247,1
1,Hurricane,1,179,119,119,258,136.8804,0
2,Flood,0,338,258,417,258,286.3464,2
1,Hurricane,1,80,159,159,139,155.1362,0
2,Flood,0,258,99,179,99,229.0546,2
2,Famine,0,80,80,160,258,211.0095,0
2,Famine,1,119,159,239,100,306.1066,1
1,Flood,1,139,139,139,139,198.0511,2
1,Famine,0,119,159,159,179,146.1677,1
1,Famine,1,139,119,119,139,413.7904,0
1,Famine,0,258,119,119,159,152.5524,1
3,Famine,1,139,299,518,279,503.0002,1
3,Famine,1,139,299,518,279,112.5722,1
1,Flood,0,199,259,259,199,122.1935,2
1,Famine,1,20,239,239,139,187.9661,0
3,Famine,0,80,80,298,99,287.4182,1
1,Famine,1,99,179,179,179,163.0598,0
1,Famine,0,179,159,159,219,145.6683,1
1,Hurricane,0,219,140,140,219,57.5348,0
1,Famine,1,119,119,119,80,182.2142,1
1,Hurricane,1,159,139,139,139,194.9006,0
1,Famine,0,199,139,139,100,346.048,1
2,Hurricane,1,179,99,218,139,201.8143,1
1,Famine,0,298,199,199,179,123.3876,1
2,Famine,0,99,179,318,99,112.9292,1
1,Hurricane,0,258,199,199,139,175.1207,1
1,Famine,0,258,437,437,179,44.9722,1
1,Flood,1,159,139,139,238,95.6582,2
2,Hurricane,1,119,99,179,179,98.8243,0
1,Hurricane,1,99,80,80,99,152.2662,1
1,Famine,0,179,139,139,119,184.674,1
1,Famine,0,100,99,99,99,125.6831,1
1,Flood,1,318,139,139,179,171.0855,2
1,Famine,0,299,179,179,199,59.4643,1
1,Flood,1,139,139,139,199,116.7776,2
1,Famine,0,219,179,179,179,117.3084,0
1,Famine,1,219,139,139,99,129.5531,1
1,Flood,1,100,199,199,239,175.0214,2
1,Flood,0,139,278,278,219,388.0725,2
1,Famine,1,119,179,179,278,69.6509,0
3,Flood,1,80,99,437,139,1013.6105,2
1,Hurricane,1,239,219,219,259,77.4758,0
1,Hurricane,1,179,139,139,80,232.5048,1
2,Hurricane,1,179,100,219,139,221.6309,0
1,Hurricane,1,199,258,258,99,167.5,1
2,Flood,1,99,139,238,99,176.7831,2
1,Famine,1,179,219,219,99,287.9084,1
1,Hurricane,0,139,179,179,100,188.1622,0
1,Famine,1,518,20,20,140,129.0591,1
1,Flood,1,199,139,139,239,157.0072,2
1,Famine,0,139,179,179,99,168.2624,1
1,Famine,0,20,219,219,20,136.7708,1
1,Famine,0,179,199,199,139,138.4783,1
1,Flood,0,80,159,159,139,660.0153,2
1,Famine,0,179,239,239,179,529.6414,1
1,Flood,1,99,99,99,179,747.9215,2
1,Hurricane,1,139,199,199,199,115.7411,1
1,Hurricane,1,80,80,80,80,50,1
1,Famine,0,99,238,238,139,273.7449,1
1,Famine,0,159,179,179,99,133.7395,0
1,Flood,1,139,119,119,139,663.8392,2
1,Hurricane,1,219,159,159,219,464.7819,0
1,Hurricane,1,239,159,159,179,80.8486,0
1,Flood,0,438,199,199,160,215.0471,2
1,Famine,0,299,319,319,279,430.6173,0
1,Famine,0,238,219,219,179,188.0538,1
1,Flood,0,517,139,139,219,566.0497,2
2,Flood,0,139,139,278,199,190.5321,2
1,Hurricane,1,159,219,219,100,635.4725,0
1,Famine,0,139,139,139,99,286.8179,0
1,Flood,1,80,139,139,139,450.51,2
1,Famine,0,119,318,318,179,270.2041,1
1,Hurricane,1,338,99,99,378,155.1161,1
1,Hurricane,1,159,179,179,139,102.0306,1
1,Flood,1,99,99,99,179,624.7207,2
1,Famine,0,139,139,139,99,217.6264,0
3,Famine,1,20,199,438,239,114.7966,1
1,Famine,0,239,219,219,119,274.8609,1
1,Famine,0,139,159,159,179,187.1069,1
1,Famine,0,139,99,99,378,186.3867,0
1,Hurricane,1,219,239,239,219,104.0769,0
2,Famine,0,179,179,278,139,163.5069,0
1,Famine,1,278,239,239,100,127.501,0
1,Hurricane,1,139,139,139,159,221.338,1
3,Famine,0,80,199,657,239,343.2739,0
1,Famine,0,199,139,139,258,632.8027,1
1,Famine,0,139,99,99,80,242.55,0
1,Flood,0,139,199,199,179,311.1736,2
1,Famine,0,119,179,179,258,283.4365,0
1,Hurricane,1,159,139,139,119,472.7433,0
1,Famine,0,119,80,80,179,389.2518,0
1,Famine,0,159,258,258,119,522.7504,1
1,Famine,0,0,179,179,159,0,1
1,Flood,0,259,159,159,199,81.3465,2
1,Famine,0,99,179,179,80,584.2929,0
1,Flood,0,179,159,159,159,90.6104,2
1,Flood,0,159,139,139,159,468.9931,2
2,Famine,0,159,219,497,139,136.4441,0
1,Famine,0,99,159,159,100,128.8148,1
1,Famine,1,0,99,99,159,302.0141,0
1,Flood,1,139,298,298,179,190.0658,2
1,Famine,0,80,199,199,258,66.8824,1
1,Flood,1,119,199,199,80,90.5014,2
1,Famine,0,119,219,219,199,336.9054,1
1,Hurricane,0,99,139,139,179,134.1641,0
1,Flood,1,238,159,159,159,550.3519,2
1,Flood,0,199,80,80,219,536.3366,2
1,Famine,0,199,99,99,199,218.9806,0
1,Hurricane,1,139,99,99,179,243.1008,0
1,Flood,0,99,199,199,99,134.3912,2
1,Hurricane,1,99,139,139,119,256.9012,0
2,Famine,1,100,99,238,80,239.7003,0
2,Hurricane,1,179,199,338,179,143.6672,1
1,Famine,0,99,80,80,139,233.0048,1
1,Famine,0,139,99,99,119,149.5535,0
1,Famine,0,159,99,99,258,103.9832,0
1,Famine,0,0,239,239,120,0,0
1,Famine,0,159,80,80,159,157.7791,1
1,Famine,0,80,80,80,99,152.8864,0
2,Flood,0,179,119,199,139,255.6502,2
1,Famine,0,219,199,199,179,142.7839,1
1,Flood,0,239,120,120,120,87.0057,2
1,Flood,0,159,258,258,238,88.0511,2
1,Flood,1,199,179,179,278,57.4282,2
1,Hurricane,0,319,120,120,299,103.0594,1
1,Famine,0,99,159,159,80,152.0526,1
1,Hurricane,1,139,139,139,119,112.0179,0
1,Flood,0,119,179,179,99,129.8124,2
2,Famine,0,0,99,278,159,0,0
2,Flood,0,139,159,318,199,110.1635,2
1,Hurricane,0,99,139,139,119,586.3519,1
1,Famine,1,199,339,339,179,771.7624,0
1,Flood,0,139,80,80,99,73.0616,2
1,Famine,0,99,179,179,258,137.0912,1
1,Famine,0,139,179,179,278,78.2768,0
1,Famine,0,99,80,80,139,738.8762,0
1,Flood,0,179,99,99,119,513.1591,2
1,Flood,0,239,179,179,139,53.584,2
3,Flood,0,239,139,457,278,173.9339,2
1,Famine,1,0,159,159,139,0,0
1,Famine,0,0,100,100,99,0,0
1,Famine,0,179,238,238,298,135.0083,0
1,Hurricane,1,80,179,179,99,359.835,0
1,Flood,1,139,398,398,139,208.3537,2
1,Hurricane,1,159,199,199,159,806.7455,1
2,Famine,0,379,219,239,179,130.9208,0
1,Hurricane,1,417,119,119,179,344.0124,0
3,Flood,0,0,100,359,159,0,2
1,Famine,0,100,139,139,100,90.6091,0
1,Famine,0,139,179,179,159,61.0184,0
1,Famine,0,99,99,99,99,426.6418,1
1,Famine,0,80,99,99,99,117.8357,1
1,Famine,0,139,278,278,99,236.9346,1
1,Famine,0,159,219,219,139,161.2893,1
1,Famine,0,0,139,139,139,111.6882,1
1,Hurricane,1,219,139,139,219,103.0364,0
1,Flood,1,179,99,99,99,363.9454,2
2,Hurricane,1,179,80,219,179,459.0256,0
1,Famine,0,119,139,139,238,336.322,1
1,Famine,0,139,258,258,239,125.1259,1
1,Famine,0,80,219,219,139,221.6529,1
1,Famine,0,0,99,99,80,0,1
1,Famine,0,0,80,80,139,0,1
1,Famine,0,139,139,139,199,103.0303,1
2,Famine,0,99,199,279,199,139.5036,1
2,Famine,0,119,100,219,119,121.3342,0
1,Flood,0,437,139,139,239,31.5753,2
1,Famine,0,239,159,159,239,106.6314,1
1,Hurricane,1,139,139,139,80,17.5285,1
1,Famine,0,100,179,179,219,128.7643,1
2,Famine,0,298,179,358,179,45.401,0
2,Hurricane,1,80,99,298,199,128.0176,0
1,Hurricane,1,219,239,239,199,141.508,0
1,Famine,0,119,139,139,219,260.5581,0
1,Famine,0,179,179,179,139,64.002,1
1,Hurricane,1,219,199,199,159,109.573,0
1,Famine,0,199,99,99,99,224.6091,0
1,Hurricane,1,199,80,80,100,21.9317,0
1,Famine,0,179,80,80,119,116.1658,1
2,Famine,0,0,139,278,238,0,1
1,Flood,0,80,99,99,139,132.9097,2
2,Famine,0,119,239,378,99,265.0887,1
1,Famine,0,99,80,80,139,122.1024,1
1,Famine,0,139,80,80,139,1223.1088,1
1,Hurricane,1,199,658,658,0,60.6486,0
1,Famine,0,99,80,80,80,323.7901,1
1,Famine,0,80,378,378,219,132.3414,0
1,Flood,1,258,119,119,219,41.1096,2
1,Famine,0,99,99,99,159,304.9004,1
1,Hurricane,1,139,259,259,338,205.7942,0
1,Famine,0,219,139,139,99,56.0803,1
1,Famine,0,99,298,298,298,142.0079,0
1,Hurricane,0,119,80,80,99,106.3602,1
1,Famine,1,0,219,219,159,487.3287,0
1,Famine,0,120,259,259,239,153.9683,1
1,Famine,0,258,179,179,159,363.6661,1
1,Famine,1,80,219,219,99,447.1233,1
1,Famine,1,139,179,179,99,146.4326,1
2,Flood,1,278,199,437,159,118.0678,2
1,Famine,1,20,379,379,180,70.0874,1
1,Flood,1,139,139,139,179,651.553,2
1,Famine,0,258,179,179,219,239.6336,0
1,Famine,0,159,139,139,80,118.0678,1
1,Famine,0,199,199,199,139,110.2112,1
1,Famine,0,99,139,139,199,151.7383,1
1,Flood,0,80,139,139,179,145.4519,2
1,Famine,0,179,179,179,119,154.8233,0
1,Hurricane,0,80,80,80,179,1146.5217,1
1,Famine,1,20,239,239,139,570.8023,0
1,Flood,0,159,199,199,219,94,2
1,Famine,0,159,199,199,139,115.5692,0
1,Famine,0,298,119,119,80,137.8278,1
1,Famine,0,99,139,139,259,294.0718,0
2,Famine,0,139,179,338,139,62.3699,1
2,Hurricane,1,159,99,238,159,238.2315,0
1,Famine,1,159,119,119,100,158.5386,0
1,Famine,1,159,139,139,497,78.2768,0
1,Famine,0,139,119,119,119,161.6447,1
1,Flood,1,139,199,199,258,118.0519,2
1,Famine,1,99,139,139,298,329.5243,1
1,Hurricane,1,199,99,99,179,91.5014,1
1,Flood,0,278,219,219,179,160.2529,2
1,Famine,0,20,239,239,20,88.0738,1
1,Famine,0,139,139,139,139,513.1335,1
2,Famine,0,279,199,219,219,211.1711,1
2,Famine,1,219,99,218,80,94.0811,0
1,Flood,1,20,299,299,199,53.4439,2
2,Hurricane,1,159,318,537,159,282.1436,1
1,Flood,1,119,139,139,199,364.8027,2
1,Flood,1,298,179,179,278,655.0323,2
2,Famine,1,99,139,278,239,154.1371,1
1,Famine,1,139,119,119,139,55.9151,1
1,Flood,0,199,359,359,239,96.0833,2
2,Famine,1,199,99,298,199,72.7805,0
1,Famine,1,139,179,179,179,330.2128,0
2,Flood,1,80,99,218,139,202.5056,2
1,Famine,1,80,219,219,238,227.6587,1
1,Hurricane,1,119,179,179,179,188.1203,0
1,Famine,1,99,179,179,179,399.02,0
1,Hurricane,1,298,119,119,119,169.0118,0
1,Famine,1,179,199,199,259,516.4189,1
2,Famine,0,159,119,278,179,130,1
2,Famine,0,139,238,457,219,683.5353,1
2,Famine,0,139,139,298,219,342.7922,1
1,Flood,1,159,139,139,219,100.9715,2
1,Flood,1,139,219,219,338,547.403,2
1,Famine,1,159,179,179,159,143.0079,1
2,Flood,0,179,100,299,298,123.1016,2
1,Famine,0,119,80,80,99,150.6892,0
1,Famine,0,100,139,139,99,88.8651,1
1,Flood,1,119,80,80,99,118.0953,2
1,Flood,0,219,199,199,497,254.0079,2
2,Famine,0,80,99,218,179,61.5731,1
2,Hurricane,1,258,179,358,199,299.9054,1
1,Famine,1,159,99,99,159,213.6428,1
1,Famine,0,219,139,139,179,219.2538,1
1,Hurricane,1,279,179,179,179,153.04,1
1,Flood,1,139,418,418,139,105.119,2
1,Famine,0,179,99,99,219,150.4028,1
1,Flood,1,80,99,99,239,391.6034,2
1,Famine,0,80,219,219,119,96.0833,0
1,Famine,0,139,119,119,199,183.0983,1
1,Famine,0,179,100,100,99,284.6753,1
1,Flood,1,179,119,119,99,126.1675,2
1,Famine,0,20,219,219,20,87.0919,1
1,Hurricane,1,239,258,258,298,219.4203,1
1,Flood,1,159,139,139,219,334.2761,2
1,Famine,1,199,159,159,379,103.0194,1
2,Famine,0,518,219,398,199,325.3325,1
1,Famine,0,238,199,199,219,244.2048,0
1,Hurricane,1,119,119,119,159,196.6037,0
2,Famine,0,99,99,258,99,697.87,1
1,Famine,1,338,219,219,179,86.4653,1
1,Flood,1,80,99,99,80,156.5128,2
1,Flood,1,159,219,219,139,215.2864,2
1,Famine,0,80,139,139,139,224.831,0
1,Hurricane,0,119,139,139,199,245.002,0
1,Hurricane,1,99,119,119,100,98.237,0
1,Famine,0,239,219,219,159,90.05,1
1,Flood,1,179,99,99,119,83.5419,2
1,Flood,1,0,100,100,99,501.0022,2
1,Famine,0,99,99,99,199,222.8419,0
1,Famine,0,179,319,319,20,208.5096,1
1,Famine,0,219,379,379,239,170.7527,0
1,Famine,0,239,80,80,139,88.8623,1
1,Famine,0,80,258,258,159,128.4338,1
1,Famine,1,338,219,219,179,88.5127,1
1,Flood,1,99,80,80,119,688.3546,2
1,Flood,1,99,199,199,139,206.7686,2
1,Famine,0,0,139,139,179,0,0
1,Famine,0,99,99,99,139,108.9461,1
1,Famine,1,80,80,80,119,304.0843,0
1,Famine,0,239,99,99,159,410.5049,0
1,Famine,0,259,259,259,159,202.2474,0
2,Flood,1,80,199,338,199,349.0605,2
2,Famine,1,278,179,398,238,731.5234,1
1,Famine,0,199,278,278,179,350.4169,1
1,Famine,0,119,139,139,258,134.6338,0
1,Famine,0,179,99,99,139,228.8154,1
1,Hurricane,1,20,379,379,219,444.302,0
1,Famine,0,179,99,99,179,518.5241,0
1,Famine,0,0,139,139,139,0,0
2,Flood,1,119,219,478,99,221.2493,2
1,Famine,1,258,139,139,159,109.638,0
2,Flood,1,179,80,319,179,323.048,2
1,Flood,1,179,259,259,258,696.2589,2
1,Flood,0,99,80,80,179,75.6208,2
1,Flood,1,159,239,239,99,294.6697,2
1,Hurricane,1,139,139,139,119,173.8368,1
1,Flood,1,99,179,179,159,178.0569,2
1,Hurricane,1,338,119,119,219,119.105,1
1,Flood,0,219,199,199,80,500.9601,2
2,Famine,0,199,259,379,219,187.6006,1
1,Hurricane,1,99,139,139,99,149.2716,0
1,Famine,0,298,219,219,119,125.8501,0
2,Flood,1,99,139,278,119,119.0567,2
1,Famine,0,199,179,179,179,416.5948,0
1,Famine,0,20,140,140,20,121.2456,0
1,Famine,0,179,99,99,99,97.582,0
1,Famine,1,139,418,418,99,204.6277,1
1,Famine,0,100,179,179,379,104.2845,1
3,Flood,0,199,179,536,99,305.1893,2
1,Famine,0,100,139,139,119,329.0547,0
1,Flood,1,179,179,179,199,303.167,2
1,Flood,0,80,139,139,119,94.9658,2
1,Famine,0,238,80,80,139,309.9665,1
1,Flood,1,100,119,119,159,510.5708,2
1,Famine,0,179,179,179,139,213.5632,0
1,Famine,0,99,139,139,179,356.6402,1
1,Flood,0,179,278,278,219,115.5173,2
1,Famine,1,199,239,239,139,153.0033,1
1,Famine,1,139,80,80,159,262.9815,1
1,Famine,1,99,99,99,80,232.2848,1
1,Famine,0,219,100,100,20,66.1891,1
1,Famine,0,219,239,239,219,146.4189,0
1,Famine,0,139,99,99,99,331.3174,1
1,Famine,1,179,219,219,239,111.5672,1
1,Famine,0,119,139,139,139,758.9193,0
1,Flood,1,139,139,139,80,90.5221,2
1,Famine,0,99,219,219,99,109.1444,0
1,Hurricane,1,99,219,219,99,225.1089,1
1,Flood,0,119,179,179,258,285.1123,2
1,Famine,1,0,119,119,159,0,1
1,Famine,0,80,219,219,99,166.6021,1
2,Famine,0,139,278,417,298,183.807,1
1,Famine,1,0,139,139,199,0,0
2,Flood,1,238,119,238,99,62.1168,2
1,Flood,0,179,199,199,179,316.5478,2
1,Famine,0,278,99,99,80,196.3982,1
1,Flood,0,219,139,139,199,102.528,2
1,Famine,0,80,159,159,238,364.3933,1
3,Flood,1,258,99,377,80,55.5788,2
1,Famine,1,119,139,139,219,183.4734,1
1,Famine,1,159,179,179,139,684.4043,1
2,Famine,0,139,159,298,179,92.5486,1
1,Famine,1,159,119,119,139,119.1512,0
1,Famine,1,199,179,179,139,178.301,0
3,Famine,0,119,139,337,80,397.0532,1
1,Hurricane,1,139,99,99,179,103.5809,1
1,Flood,1,219,100,100,139,87.3284,2
2,Famine,1,258,119,278,179,71.1354,0
1,Hurricane,1,199,99,99,139,178.9839,1
1,Hurricane,1,757,279,279,438,301.371,1
2,Famine,0,139,99,198,179,200.6801,0
1,Famine,0,99,99,99,139,213.9024,0
1,Famine,0,80,139,139,99,260.1658,1
1,Famine,0,0,219,219,179,0,0
1,Hurricane,0,119,239,239,179,85.072,0
1,Flood,0,278,318,318,139,198.5403,2
1,Flood,0,99,100,100,99,179.369,2
1,Hurricane,0,99,159,159,239,137.5736,1
1,Famine,0,238,199,199,179,205.3223,1
1,Famine,1,179,179,179,238,111.6714,1
1,Famine,0,119,338,338,139,85.0368,0
2,Flood,1,119,99,238,139,130.9236,2
1,Famine,0,179,179,179,179,69.1809,0
1,Famine,0,139,99,99,99,103.0886,1
1,Hurricane,1,179,179,179,120,148.9505,1
2,Famine,0,139,80,160,99,298.5737,1
1,Famine,0,258,139,139,99,107.3231,1
1,Hurricane,1,179,199,199,298,193.0525,1
2,Flood,1,199,119,238,100,188.1442,2
1,Famine,0,100,179,179,139,61.5995,0
1,Famine,0,119,199,199,139,128.2673,0
1,Famine,0,139,219,219,238,76.2529,0
1,Flood,0,80,99,99,80,95.1972,2
1,Famine,0,99,99,99,99,849.8059,0
1,Hurricane,1,119,119,119,119,152.0995,1
1,Famine,0,139,139,139,139,245.6242,0
1,Famine,0,219,199,199,159,84.5237,0
2,Famine,1,239,99,258,119,505.004,0
1,Famine,0,159,139,139,179,655.8363,1
2,Flood,1,179,80,319,179,362.9687,2
2,Hurricane,1,379,239,319,299,249.2519,0
2,Famine,0,119,179,278,179,114.4749,1
1,Famine,1,179,199,199,179,125.8223,1
1,Famine,0,119,199,199,338,172.0356,0
1,Famine,0,239,199,199,139,88.0227,0
5,Flood,1,199,238,736,258,696.0792,2
1,Famine,0,0,99,99,139,0,1
1,Flood,1,0,99,99,199,78.6924,2
1,Famine,1,258,119,119,139,98.6116,0
2,Hurricane,0,99,159,258,159,135.0926,1
1,Famine,0,239,119,119,179,138.153,0
1,Famine,0,139,258,258,199,423.8331,0
1,Flood,1,100,259,259,339,650.0763,2
2,Flood,0,139,179,318,338,366.3717,2
1,Flood,0,180,359,359,179,144.7791,2
1,Famine,0,119,139,139,159,102.4414,1
1,Flood,1,199,219,219,119,773.8233,2
1,Famine,0,199,139,139,179,119.5377,1
1,Famine,0,159,119,119,80,846.7628,1
2,Famine,0,80,179,318,238,192.5649,1
1,Flood,0,139,199,199,159,139.2596,2
2,Famine,0,258,179,477,139,67.7422,0
1,Flood,1,119,139,139,139,180.8535,2
1,Famine,0,159,199,199,179,124.5361,1
1,Flood,0,219,99,99,159,86.5924,2
1,Famine,0,159,99,99,258,114.5884,1
1,Famine,0,139,99,99,199,116.2497,1
2,Famine,1,179,417,516,80,202.6999,0
1,Hurricane,1,199,239,239,179,116.9241,0
1,Famine,0,139,179,179,199,282.0217,1
1,Flood,1,259,139,139,119,308.8466,2
1,Famine,0,159,179,179,179,112.9469,1
1,Hurricane,1,238,199,199,139,129.0659,1
1,Flood,1,219,419,419,20,231.0049,2
1,Famine,0,179,179,179,219,70.0071,1
1,Famine,1,179,139,139,159,454.7202,0
1,Flood,0,119,159,159,139,128.535,2
1,Flood,1,298,258,258,239,168.6335,2
2,Flood,0,100,139,239,398,135.3403,2
1,Hurricane,1,219,219,219,179,384.1774,0
1,Famine,1,219,179,179,259,101.2744,0
2,Flood,1,179,119,318,219,888.1319,2
1,Famine,0,199,139,139,139,719.9905,1
1,Flood,0,119,159,159,119,109.573,2
2,Famine,1,258,119,278,179,304.1488,0
1,Flood,1,0,239,239,199,163.6887,2
2,Famine,0,119,99,198,100,421.6008,1
1,Famine,1,179,139,139,139,53.3385,1
1,Famine,1,219,199,199,239,183.5824,1
1,Famine,0,298,199,199,119,261.4273,1
1,Hurricane,1,278,139,139,139,214.8936,0
1,Famine,1,0,179,179,119,0,1
1,Hurricane,1,159,139,139,119,349.5515,1
1,Famine,0,338,139,139,159,134.1827,1
1,Flood,0,278,159,159,139,276.0018,2
1,Famine,0,99,199,199,318,119.3032,0
1,Famine,0,199,338,338,99,264.0573,1
1,Famine,0,139,139,139,139,307.6967,0
1,Famine,0,139,199,199,339,527.5192,1
1,Famine,0,258,239,239,239,123.2284,1
1,Famine,0,159,199,199,219,65.5,1
1,Famine,0,219,239,239,258,149.459,0
1,Famine,0,199,80,80,139,129.001,0
1,Hurricane,1,159,179,179,119,72.6395,0
1,Hurricane,1,99,119,119,139,205.7,1
3,Flood,0,119,99,297,219,122.4878,2
1,Famine,0,99,239,239,159,371.3812,1
1,Famine,1,139,159,159,199,129.6784,1
1,Famine,0,99,99,99,139,140.0973,0
1,Famine,1,238,199,199,80,666.0903,0
1,Famine,0,239,259,259,219,132.0009,0
1,Famine,1,139,239,239,199,150.1441,0
2,Famine,0,199,139,238,238,742.43,1
1,Hurricane,1,219,80,80,278,38.513,1
1,Famine,0,0,179,179,258,0,0
1,Hurricane,1,179,139,139,99,118.5169,0
1,Famine,0,139,338,338,179,149.688,1
2,Flood,0,219,119,258,139,107.0012,2
1,Flood,1,159,139,139,219,252.1983,2
1,Famine,0,259,119,119,199,131.6368,1
1,Flood,1,258,199,199,239,307.1795,2
1,Famine,0,179,199,199,139,188.914,1
1,Famine,1,518,279,279,279,59.203,0
2,Flood,1,179,119,318,219,74.5252,2
1,Hurricane,1,119,239,239,258,427.3585,1
1,Famine,0,119,159,159,139,135.8538,1
1,Famine,0,119,80,80,119,201.0025,1
