Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,ylabel
1,Flood,0,219,239,239,159,211.5715,2
1,Famine,0,159,80,80,159,81.5659,1
1,Famine,1,179,179,179,139,98.1835,1
1,Famine,0,0,99,99,119,0,0
1,Flood,0,199,139,139,179,101.0445,2
1,Famine,0,0,99,99,119,147.1224,0
1,Flood,1,99,99,99,0,387.5726,2
1,Famine,0,199,179,179,199,97.6281,1
1,Hurricane,1,258,80,80,139,371.5219,1
1,Famine,0,119,99,99,199,624.1194,1
1,Hurricane,1,179,119,119,80,58.331,1
1,Famine,1,139,139,139,80,470.802,1
1,Flood,1,0,179,179,279,0,2
1,Flood,1,199,179,179,278,706.5143,2
1,Famine,1,0,99,99,99,0,0
1,Famine,0,139,139,139,219,218.3169,0
1,Famine,0,119,179,179,99,1581.9637,1
1,Hurricane,0,199,279,279,20,267.5916,0
1,Famine,0,80,119,119,139,207.5795,0
1,Famine,1,278,179,179,179,104.5108,1
2,Famine,0,80,80,160,179,347.013,0
1,Famine,0,139,179,179,238,580.7342,0
1,Flood,1,99,159,159,119,230.8679,2
1,Famine,1,0,219,219,119,0,1
1,Flood,1,159,99,99,159,288.4441,2
1,Hurricane,1,298,219,219,179,145.5764,1
1,Famine,0,119,139,139,179,140.4724,0
1,Famine,0,258,119,119,139,178.0709,0
3,Famine,0,139,80,477,179,58.9767,1
1,Famine,0,179,239,239,219,275.8754,0
1,Famine,0,139,159,159,100,175.5007,0
1,Flood,0,80,80,80,159,171.6858,2
1,Hurricane,1,258,99,99,139,105.5296,1
1,Flood,0,159,199,199,219,1033.2408,2
1,Flood,1,179,199,199,139,141.0886,2
1,Famine,0,119,80,80,119,171.7942,1
1,Hurricane,1,139,99,99,298,164.746,1
1,Famine,0,179,99,99,99,121.9529,1
1,Famine,0,318,159,159,99,478.8037,0
1,Famine,1,199,339,339,179,72.5017,0
2,Flood,0,99,80,219,139,582.778,2
1,Flood,1,80,119,119,80,679.6655,2
2,Famine,1,139,179,259,219,496.3839,1
1,Famine,0,179,139,139,80,201.575,1
1,Hurricane,1,399,60,60,20,97.0696,1
1,Famine,0,159,139,139,139,315.6759,0
1,Flood,1,139,99,99,139,519.2622,2
1,Hurricane,1,219,259,259,199,216.0208,0
2,Famine,1,99,99,179,199,92.5419,0
1,Famine,0,139,80,80,179,162.2421,1
1,Famine,0,199,179,179,119,479.0942,1
1,Famine,0,159,179,179,80,124.998,0
1,Famine,1,279,538,538,339,82.1736,1
1,Famine,1,100,139,139,159,109.7144,0
1,Famine,0,159,119,119,99,113.2166,1
1,Flood,1,238,99,99,219,90.6091,2
1,Famine,0,159,139,139,139,92.5662,0
1,Famine,0,139,219,219,239,321.0876,1
1,Famine,0,238,259,259,199,150.5075,0
1,Famine,0,239,99,99,119,116.0388,1
2,Famine,1,119,99,417,99,43.9118,1
1,Famine,0,0,179,179,159,0,0
1,Flood,0,298,219,219,219,412.2093,2
1,Famine,1,298,258,258,179,77.666,0
1,Famine,0,299,20,20,279,87.5471,0
1,Hurricane,1,139,119,119,199,114.7279,1
1,Famine,0,99,139,139,159,147.5686,1
1,Hurricane,1,159,159,159,159,113.9517,1
1,Flood,1,99,179,179,179,315.6283,2
1,Famine,0,159,298,298,159,84.5237,0
1,Famine,0,219,99,99,99,179.0112,1
1,Flood,1,179,239,239,159,46.8855,2
1,Flood,1,80,99,99,119,739.2843,2
2,Famine,0,139,119,278,139,370.3093,0
1,Flood,0,80,99,99,80,133.411,2
1,Famine,0,80,219,219,139,173.1134,1
1,Famine,0,139,80,80,80,606.7125,1
1,Famine,0,99,99,99,139,397.0519,1
1,Famine,0,258,179,179,99,200.5006,0
2,Flood,0,159,119,199,119,57.7603,2
1,Famine,0,219,140,140,160,71.0634,1
1,Famine,0,139,179,179,159,128.001,1
1,Flood,0,80,100,100,99,65.5515,2
1,Famine,0,159,318,318,159,89.8137,1
1,Famine,0,139,119,119,139,353.0598,1
1,Famine,1,159,219,219,219,243.6852,0
1,Flood,1,338,219,219,99,750.3016,2
2,Famine,0,0,119,218,159,0,1
1,Hurricane,1,159,99,99,159,109.1662,0
1,Flood,0,179,99,99,119,287.0266,2
2,Hurricane,1,100,319,598,419,306.6178,1
1,Flood,0,179,199,199,179,140.5009,2
1,Flood,1,238,99,99,219,67.9724,2
1,Famine,0,777,279,279,638,65.5534,1
1,Famine,0,179,219,219,139,86.7006,0
1,Famine,1,139,99,99,179,108.9036,0
1,Hurricane,0,80,80,80,179,173.954,1
1,Famine,0,80,119,119,99,90.5677,0
1,Hurricane,1,199,179,179,119,144.5701,1
1,Famine,0,159,299,299,239,241.2105,1
1,Famine,0,119,99,99,80,140.1856,1
1,Famine,1,0,139,139,139,91.5382,0
1,Famine,1,80,239,239,99,361.4198,1
1,Hurricane,1,239,20,20,120,89.9347,0
1,Famine,0,457,199,199,99,258.5237,0
1,Hurricane,1,159,80,80,119,198.1426,0
1,Flood,0,139,179,179,159,871.5006,2
1,Famine,0,139,99,99,219,244.525,0
1,Flood,0,99,99,99,159,144.1839,2
1,Flood,1,100,99,99,99,144.6971,2
1,Flood,1,0,278,278,99,626.7043,2
1,Famine,0,139,80,80,99,533.0553,1
1,Famine,1,179,139,139,119,407.939,0
1,Famine,0,159,179,179,179,187.4166,0
1,Famine,0,0,119,119,159,0,1
1,Hurricane,1,179,219,219,159,71.0282,0
1,Famine,0,239,219,219,139,102.9332,1
1,Flood,1,80,179,179,139,307.5272,2
2,Flood,1,238,119,238,99,627.1475,2
1,Famine,1,199,80,80,80,622.761,1
1,Hurricane,1,219,119,119,119,483.5838,0
1,Flood,1,139,219,219,338,447.2832,2
2,Famine,0,179,159,298,278,179.8506,1
1,Hurricane,1,179,139,139,239,180.5028,1
1,Famine,0,139,199,199,199,848.6849,0
1,Famine,1,80,159,159,99,243.2057,1
1,Famine,0,238,99,99,139,290.7275,0
1,Famine,0,80,80,80,80,158.5788,0
1,Famine,1,358,119,119,179,44.2634,1
1,Famine,1,219,338,338,219,109.573,1
2,Flood,0,100,80,160,0,142.762,2
1,Flood,0,239,259,259,179,210.9431,2
1,Famine,1,0,139,139,139,0,1
1,Famine,0,278,258,258,219,173.926,1
1,Famine,1,0,239,239,318,505.6108,0
1,Flood,1,0,239,239,199,0,2
1,Famine,0,119,119,119,99,155.9888,1
1,Flood,1,258,159,159,179,524.2757,2
1,Famine,0,259,238,238,139,290.7116,0
1,Flood,1,258,199,199,239,205.7942,2
1,Famine,0,219,80,80,139,171.0468,0
1,Famine,0,278,119,119,159,247.767,0
1,Flood,0,279,199,199,179,450.4223,2
1,Flood,1,0,80,80,239,0,2
1,Famine,1,139,119,119,139,709.1574,0
1,Famine,0,99,80,80,80,108.7945,1
1,Famine,0,139,219,219,119,145.494,1
1,Famine,1,20,120,120,399,72.4189,1
1,Famine,1,339,179,179,379,129.501,1
2,Famine,0,99,199,298,259,211.0906,0
1,Hurricane,1,99,100,100,99,286.5925,0
1,Hurricane,1,139,179,179,139,374.0655,0
1,Famine,1,159,557,557,219,163.0989,0
1,Famine,0,139,139,139,139,81.7389,1
1,Famine,0,179,179,179,99,35.9201,1
1,Famine,0,279,538,538,319,157.0963,0
1,Famine,0,20,239,239,20,105.9292,0
1,Flood,1,139,179,179,179,67.309,2
1,Flood,0,139,179,179,139,257.2105,2
2,Famine,0,119,119,199,219,214.6683,1
1,Flood,0,179,119,119,139,375.2416,2
1,Famine,0,258,179,179,119,290.3812,0
1,Famine,1,0,199,199,238,0,1
1,Famine,0,99,139,139,159,244.9908,1
1,Hurricane,0,199,159,159,179,155,0
1,Flood,0,99,199,199,219,357.2681,2
1,Flood,0,358,219,219,199,223.5089,2
2,Hurricane,1,139,139,258,239,124.8779,0
1,Flood,1,159,139,139,80,899.2031,2
1,Famine,0,159,119,119,179,267.5565,1
1,Famine,0,0,139,139,239,0,0
1,Famine,0,278,258,258,179,157.2895,0
1,Famine,1,139,258,258,139,136.2066,1
1,Flood,1,119,159,159,80,68.1487,2
1,Flood,1,139,179,179,159,105.0048,2
1,Famine,1,0,99,99,80,0,0
1,Flood,1,80,139,139,179,465.5011,2
1,Flood,1,80,258,258,119,129.8817,2
1,Famine,0,199,199,199,99,115.3137,1
2,Famine,0,100,419,559,219,829.4607,1
1,Famine,0,119,238,238,99,149.0252,1
1,Famine,0,179,139,139,278,93.5535,0
1,Famine,0,179,199,199,139,184.7444,1
1,Hurricane,1,139,219,219,179,188.5239,1
1,Hurricane,1,99,99,99,139,137.1313,1
1,Famine,0,139,139,139,80,257.7518,1
1,Famine,0,179,99,99,139,232.1379,1
1,Famine,0,139,139,139,159,104.4629,1
1,Famine,1,139,99,99,80,433.5049,1
1,Flood,0,80,179,179,100,227.0006,2
1,Famine,0,239,159,159,258,288.4441,1
2,Famine,0,0,199,338,139,0,1
2,Famine,0,119,80,219,99,162.8381,1
1,Famine,1,298,139,139,119,170.7469,1
3,Famine,0,298,159,378,179,213.6686,1
1,Famine,0,219,159,159,99,199.0157,0
1,Flood,1,139,99,99,179,151.268,2
1,Famine,0,239,219,219,219,105.5426,0
1,Famine,0,179,179,179,119,200.3578,1
1,Famine,0,139,338,338,99,138.9541,1
1,Famine,0,179,139,139,80,207.9483,0
1,Famine,0,338,199,199,179,173.1416,0
1,Famine,0,0,139,139,358,0,1
1,Hurricane,1,179,139,139,179,132.8053,0
1,Famine,0,0,99,99,179,0,1
1,Famine,0,139,99,99,139,193.2938,0
3,Flood,1,80,219,497,179,425.1423,2
1,Famine,0,179,199,199,159,348.9391,0
2,Flood,0,179,80,219,159,131.8427,2
1,Flood,0,119,99,99,99,100.0112,2
1,Famine,1,139,159,159,179,375.6917,1
1,Famine,0,139,199,199,119,73.0154,1
1,Famine,0,219,179,179,159,200.1599,0
1,Flood,1,159,80,80,159,264.0161,2
1,Famine,0,119,139,139,159,200.5773,0
1,Hurricane,1,80,179,179,99,203.1711,0
1,Famine,1,159,179,179,258,237.5132,0
1,Famine,0,80,238,238,99,685.4331,1
1,Famine,0,278,99,99,139,164.931,1
1,Flood,0,299,578,578,159,62.6997,2
1,Famine,0,80,99,99,80,120.2341,1
1,Flood,1,179,139,139,139,22.3886,2
1,Famine,1,338,159,159,159,243.6847,1
1,Flood,0,219,139,139,99,165.5008,2
1,Hurricane,1,80,80,80,179,65.6906,1
1,Hurricane,1,99,119,119,119,172.6101,0
1,Flood,0,139,159,159,199,146.4898,2
1,Famine,0,278,119,119,159,67.2031,0
1,Famine,0,99,99,99,80,239.1783,1
1,Flood,0,159,179,179,259,511.7824,2
2,Famine,0,239,199,358,378,282.0869,1
1,Famine,0,99,159,159,139,185.7323,1
1,Hurricane,0,219,159,159,278,129.2478,0
1,Famine,0,0,219,219,338,0,0
1,Famine,0,219,318,318,219,765.1283,0
1,Famine,0,258,119,119,159,134.8008,1
1,Famine,1,199,219,219,159,23.0705,0
1,Famine,0,219,179,179,219,69.8355,1
1,Famine,0,199,179,179,179,284.5861,0
2,Famine,1,99,119,258,119,261.6223,0
1,Flood,0,119,219,219,199,21.095,2
1,Flood,0,119,119,119,99,457.5959,2
1,Famine,0,179,159,159,199,112.1751,1
2,Flood,0,159,159,338,139,160.5779,2
1,Famine,0,99,99,99,238,276.6464,0
1,Flood,1,80,80,80,139,104.6733,2
1,Flood,1,99,80,80,80,460.7,2
1,Famine,1,80,179,179,179,89.2328,1
1,Famine,1,199,279,279,199,102.774,1
1,Famine,0,179,100,100,119,648.0031,0
2,Famine,0,199,99,198,179,398.6142,1
1,Famine,0,20,239,239,179,128.161,1
1,Famine,0,199,179,179,139,148.7086,0
1,Flood,1,159,238,238,100,297.8061,2
1,Famine,0,100,199,199,139,100.5,1
1,Hurricane,1,99,80,80,179,125.1259,0
1,Famine,0,219,179,179,179,137.5736,0
1,Famine,0,119,119,119,80,168.6313,0
1,Famine,0,80,99,99,80,60.6486,0
1,Famine,0,278,119,119,80,99.5691,0
1,Hurricane,1,99,119,119,139,166.5751,0
1,Famine,0,80,99,99,119,204.8518,1
1,Famine,1,139,99,99,99,314.8115,1
1,Famine,1,99,139,139,179,848.7744,0
3,Flood,1,80,80,260,179,151.8453,2
3,Famine,1,179,119,299,179,87.6727,1
1,Hurricane,1,179,179,179,179,148.1022,1
1,Famine,0,139,119,119,139,142.4307,0
1,Flood,1,179,139,139,298,490.2808,2
1,Famine,0,179,159,159,80,329.0745,0
1,Famine,0,99,179,179,238,251.6987,0
1,Flood,1,0,179,179,179,166.061,2
1,Famine,0,278,139,139,139,45.8394,1
1,Famine,0,179,139,139,80,153.138,1
1,Famine,0,259,120,120,20,109.8203,1
1,Hurricane,1,120,20,20,399,363.5691,0
1,Flood,0,219,199,199,139,100.3606,2
1,Flood,0,99,139,139,80,155.0202,2
1,Famine,0,119,80,80,199,134.2097,0
1,Famine,0,199,219,219,179,57.0351,1
1,Famine,1,159,219,219,238,78.667,0
1,Famine,0,258,139,139,159,132.5028,1
1,Famine,1,139,139,139,119,129.3223,1
2,Flood,0,219,119,258,139,821.0097,2
1,Famine,0,99,298,298,99,282.9629,0
2,Flood,1,99,159,278,139,764.0741,2
1,Flood,1,159,199,199,258,94.012,2
1,Hurricane,1,119,99,99,80,165.4728,0
1,Famine,0,139,219,219,199,182.5842,1
2,Famine,0,179,99,238,80,553.097,1
2,Flood,1,119,99,238,139,191.0007,2
1,Famine,0,80,179,179,239,110,1
1,Famine,1,99,199,199,139,444.1725,1
1,Flood,1,119,219,219,99,271.0208,2
1,Famine,0,139,219,219,99,73.5425,1
2,Famine,0,0,139,219,199,0,0
1,Flood,1,99,199,199,139,143.1712,2
1,Famine,0,99,80,80,100,119.2109,0
1,Famine,0,159,139,139,219,349.7417,1
1,Flood,1,80,99,99,80,744.0276,2
1,Famine,1,239,199,199,119,64.0312,0
1,Flood,0,199,179,179,219,152.5402,2
1,Famine,0,219,338,338,298,550.8223,1
1,Flood,1,99,338,338,258,173.0672,2
1,Flood,1,298,80,80,139,205.1006,2
1,Famine,0,80,159,159,100,48.0234,0
1,Hurricane,1,99,139,139,219,310.5906,1
1,Hurricane,0,219,279,279,259,144.3468,0
1,Hurricane,1,179,159,159,139,176.5007,1
2,Famine,0,99,139,238,199,466.7574,0
1,Flood,1,139,258,258,278,183.0171,2
1,Famine,1,139,258,258,239,547.6714,0
1,Famine,0,179,139,139,100,103.4517,0
1,Famine,1,199,159,159,119,89.5126,1
1,Flood,0,179,259,259,159,313.5004,2
1,Famine,0,179,179,179,199,137.5082,0
1,Famine,0,139,119,119,99,548.6164,0
1,Hurricane,1,139,139,139,179,162.2968,0
1,Famine,0,179,239,239,99,122.55,1
2,Famine,0,99,179,338,179,127.0482,0
1,Famine,0,298,298,298,159,204.5807,0
1,Hurricane,1,119,119,119,179,631.4784,1
2,Famine,0,139,179,358,159,199.5157,0
1,Flood,0,179,179,179,199,163.1295,2
1,Famine,0,199,139,139,298,75.4072,1
1,Hurricane,0,159,219,219,159,125.6433,0
1,Flood,0,80,139,139,159,146.6092,2
1,Famine,0,0,159,159,239,0,0
1,Famine,0,199,99,99,199,221.382,0
1,Hurricane,1,179,159,159,139,141.9472,1
1,Famine,0,219,179,179,119,133.1362,1
1,Famine,0,139,99,99,99,90.118,1
1,Famine,1,0,139,139,139,76.0016,1
1,Flood,0,199,199,199,199,109.1936,2
1,Flood,1,99,159,159,119,134.8073,2
1,Famine,0,119,179,179,199,179.9472,1
1,Flood,1,140,140,140,20,1292.0639,2
2,Famine,0,159,139,258,298,158.1779,0
1,Famine,0,278,99,99,179,83.6809,0
4,Famine,0,80,80,497,119,69.916,1
1,Hurricane,1,159,99,99,99,122.5439,0
2,Famine,0,179,139,397,298,565.0009,1
2,Flood,1,159,159,278,99,171.0066,2
1,Famine,1,258,139,139,139,89.6396,1
1,Famine,0,219,199,199,199,192.2869,1
1,Famine,0,258,99,99,139,219.5091,0
1,Famine,1,179,219,219,99,179.5446,1
1,Famine,0,80,99,99,99,550.2556,0
2,Famine,0,238,159,298,199,229.5196,0
1,Flood,1,298,139,139,119,82.239,2
1,Famine,0,0,179,179,219,0,0
1,Flood,0,179,199,199,139,201.6216,2
1,Famine,0,139,139,139,159,154.5073,0
1,Famine,0,219,99,99,99,174.5287,1
2,Famine,1,199,199,298,99,85.4239,0
3,Flood,1,139,119,557,159,94.1767,2
1,Hurricane,1,239,120,120,299,92.2659,1
1,Famine,0,119,139,139,179,157.9193,0
1,Flood,0,80,179,179,179,94.9868,2
1,Flood,0,219,219,219,258,158.9662,2
1,Famine,1,199,179,179,278,809.0222,1
2,Famine,0,179,100,239,258,186.6293,1
1,Famine,0,179,99,99,119,83.5135,0
1,Famine,1,99,119,119,139,145.7781,1
1,Flood,0,100,159,159,100,224.0452,2
1,Famine,0,119,99,99,80,178.085,0
1,Famine,0,99,159,159,119,142.5035,0
3,Famine,1,20,199,438,239,119.0851,1
1,Famine,0,219,338,338,139,262.7304,1
2,Flood,0,179,139,238,159,133.5009,2
2,Hurricane,1,139,119,219,119,133.9039,0
1,Famine,0,199,179,179,338,129.0475,1
1,Hurricane,1,139,139,139,119,388.3298,1
1,Famine,0,238,80,80,139,110.151,1
1,Flood,1,239,238,238,119,225.1227,2
3,Famine,0,139,119,337,99,134.9379,1
1,Famine,0,80,80,80,80,463.132,1
1,Famine,0,119,199,199,179,609.5697,1
1,Famine,0,80,179,179,139,159.7005,1
1,Famine,1,20,179,179,199,973.2801,1
1,Flood,1,318,258,258,100,220.1278,2
1,Famine,1,80,179,179,219,164.0831,1
1,Famine,0,139,139,139,99,95.7209,1
2,Hurricane,1,179,139,239,239,146.5307,1
1,Flood,1,99,159,159,99,121.7015,2
1,Flood,0,99,80,80,80,82.0061,2
2,Hurricane,1,179,199,338,80,231.7159,1
2,Famine,0,99,119,357,179,199.5858,1
1,Famine,1,199,179,179,139,132.6386,0
1,Famine,0,80,80,80,139,249.2007,1
1,Famine,0,139,179,179,318,125.004,1
1,Famine,0,119,179,179,80,131.461,1
1,Famine,0,99,199,199,99,127.0157,1
1,Famine,0,99,139,139,139,170.2447,0
1,Hurricane,1,119,159,159,219,421.4647,0
1,Famine,0,537,219,219,99,105.5047,1
1,Famine,0,159,239,239,219,806.3723,1
1,Hurricane,0,119,219,219,99,355.981,1
1,Famine,0,119,159,159,278,114.4246,1
1,Famine,0,99,139,139,139,98.2344,0
1,Famine,0,219,199,199,278,516.8861,0
1,Famine,0,199,80,80,99,160.3753,0
1,Flood,1,0,179,179,179,581.1239,2
1,Famine,0,99,119,119,219,647.8244,1
1,Flood,0,159,338,338,238,167.003,2
1,Famine,0,0,259,259,199,0,1
1,Famine,1,258,99,99,298,104.1561,1
1,Flood,0,179,298,298,159,79.5063,2
1,Famine,0,239,379,379,20,147.8792,1
1,Hurricane,0,139,119,119,179,157.5508,0
1,Famine,0,379,339,339,120,165.0242,0
1,Famine,0,0,80,80,80,0,0
1,Hurricane,1,239,20,20,239,105.9552,0
1,Famine,0,199,139,139,119,167.7953,1
1,Hurricane,1,359,179,179,199,60.1768,1
1,Famine,0,179,239,239,99,150.3671,1
1,Flood,1,179,80,80,199,74.6726,2
1,Famine,0,80,179,179,99,44.78,1
1,Hurricane,0,99,119,119,139,280.6622,0
2,Flood,1,100,80,219,239,166.012,2
1,Flood,1,100,139,139,119,77.2787,2
1,Famine,0,179,139,139,139,390.4971,1
1,Famine,1,80,239,239,119,137.7725,0
1,Flood,1,99,159,159,80,202.8454,2
1,Famine,0,139,239,239,258,219.9892,0
1,Flood,0,159,80,80,219,74.4866,2
2,Flood,0,179,139,417,199,172.8504,2
1,Flood,0,80,99,99,338,72.092,2
1,Hurricane,0,179,179,179,80,208.9049,0
1,Hurricane,0,179,179,179,219,108.0289,0
1,Flood,1,99,139,139,258,556.1088,2
1,Famine,1,139,139,139,199,23.4361,0
1,Famine,0,119,100,100,259,156.0032,1
1,Hurricane,1,119,139,139,139,568.156,1
1,Famine,0,179,160,160,20,76.8651,0
1,Famine,1,99,80,80,139,74.0962,0
1,Famine,0,139,99,99,99,350.6426,0
1,Flood,1,318,258,258,100,135,2
1,Famine,0,358,139,139,139,170.8954,0
1,Hurricane,0,80,159,159,258,21.5928,0
1,Famine,0,139,238,238,199,402.5102,0
1,Flood,0,99,219,219,199,161.5279,2
1,Flood,1,139,278,278,159,188.5955,2
1,Famine,0,219,298,298,99,256.5955,1
1,Famine,0,139,139,139,159,467.4497,0
1,Famine,0,139,179,179,159,283.4365,0
1,Famine,0,638,319,319,379,160.2038,0
1,Flood,0,179,179,179,99,104.0589,2
1,Famine,0,179,179,179,139,375.5163,0
1,Famine,0,238,139,139,139,184.5704,0
1,Famine,1,179,179,179,99,76.0066,0
1,Hurricane,1,139,119,119,219,175.0893,1
1,Flood,1,258,159,159,179,564.0869,2
2,Famine,0,239,99,258,179,98.6927,0
2,Flood,0,119,159,239,139,189.9849,2
1,Flood,1,159,100,100,179,183.8818,2
1,Famine,0,180,259,259,219,320.8913,1
2,Famine,0,159,99,179,258,223.1636,1
1,Famine,0,199,199,199,199,80.0391,0
1,Hurricane,1,179,119,119,119,440.702,1
1,Famine,1,139,80,80,139,127.501,0
1,Hurricane,1,159,119,119,139,36.5548,0
1,Famine,0,139,239,239,159,319.3595,1
1,Famine,1,139,99,99,99,297.1855,1
1,Famine,0,398,179,179,139,237.4279,0
1,Famine,1,0,139,139,199,0,1
2,Famine,0,139,119,238,80,126.935,1
1,Flood,0,179,298,298,298,870.0829,2
1,Flood,1,179,258,258,139,171.5117,2
1,Famine,0,179,99,99,159,59.1798,0
1,Famine,0,219,139,139,179,52.9741,0
1,Famine,0,179,139,139,119,199.0641,0
1,Famine,1,159,139,139,99,93.5855,0
1,Famine,0,159,179,179,199,218.1656,0
1,Famine,0,219,80,80,239,128.001,1
1,Famine,0,378,179,179,100,470.3576,1
1,Famine,0,99,258,258,119,463.2043,1
1,Famine,0,199,80,80,139,181.5991,1
1,Famine,0,159,159,159,119,306.9874,1
2,Flood,1,239,298,477,298,213.837,2
2,Flood,1,219,139,318,139,218.4176,2
1,Flood,1,199,159,159,259,59.203,2
1,Famine,0,0,179,179,139,0,0
1,Famine,0,159,239,239,238,89.2328,1
1,Hurricane,1,99,119,119,139,153.0817,1
3,Flood,1,139,139,417,159,62.5979,2
1,Hurricane,1,139,80,80,99,78.4618,0
1,Famine,0,99,139,139,159,176.4086,1
1,Famine,0,119,139,139,298,204.1354,0
1,Famine,1,99,179,179,179,557.2443,0
1,Famine,0,159,119,119,99,305.3543,0
2,Famine,0,139,258,437,179,147.0459,0
1,Famine,1,179,99,99,80,521.6742,1
3,Famine,1,139,298,458,80,138.3989,1
1,Flood,1,100,99,99,80,154.5396,2
1,Flood,0,0,99,99,100,0,2
1,Famine,0,238,139,139,179,65.192,1
2,Famine,1,199,279,498,179,105.6882,0
1,Famine,0,99,199,199,179,469.3149,0
2,Famine,0,239,119,218,139,535.3001,0
1,Famine,0,99,99,99,99,670.9257,1
1,Famine,0,119,159,159,199,118.938,0
1,Famine,1,99,179,179,139,557.0613,1
1,Famine,1,139,179,179,119,147.1343,0
2,Hurricane,1,139,179,318,139,152.0206,1
2,Flood,1,99,159,298,159,231.0265,2
1,Famine,0,179,278,278,80,73.9814,0
1,Famine,0,20,179,179,140,51.5,1
1,Famine,0,0,159,159,179,0,1
1,Hurricane,1,439,538,538,439,110.5554,0
1,Famine,0,99,119,119,119,112.9889,1
1,Flood,0,119,398,398,119,115.7087,2
1,Famine,0,99,99,99,99,198.2524,1
1,Famine,1,199,100,100,99,88.37,0
1,Famine,0,99,99,99,259,100.1062,0
1,Flood,1,139,139,139,139,36.7491,2
1,Flood,1,99,80,80,219,99.2975,2
1,Famine,0,239,199,199,379,60.9631,0
2,Flood,1,99,159,278,139,725.6793,2
1,Famine,0,99,159,159,100,113.3678,0
1,Flood,1,219,238,238,238,156.5838,2
1,Hurricane,1,199,238,238,159,166.0188,1
1,Famine,0,159,119,119,80,178.4888,0
1,Hurricane,1,179,80,80,100,215.9282,0
2,Flood,0,238,139,298,139,95.1065,2
1,Flood,0,219,279,279,777,65.0308,2
1,Famine,1,0,119,119,99,0,0
2,Flood,1,279,199,358,219,176.1391,2
1,Flood,0,219,239,239,258,771.7205,2
1,Famine,0,139,159,159,159,356.6546,0
2,Famine,0,80,80,160,139,77.6466,1
1,Famine,0,119,159,159,119,144.5554,1
1,Hurricane,1,219,99,99,119,109.5468,0
1,Famine,0,80,179,179,378,339.6472,1
1,Famine,0,239,458,458,757,346.6446,0
2,Flood,0,80,99,238,179,296.0422,2
1,Famine,0,139,159,159,199,142.4649,1
1,Famine,0,179,119,119,119,76.2053,0
1,Famine,1,0,259,259,179,0,0
1,Famine,1,219,119,119,119,57.3847,0
1,Flood,1,139,139,139,318,164.5068,2
2,Flood,0,718,319,478,399,476.1158,2
1,Famine,0,139,159,159,80,168.2974,0
1,Famine,0,199,139,139,219,128.1327,0
1,Famine,0,219,338,338,298,254.9431,1
1,Famine,0,139,99,99,139,83.8824,0
1,Famine,0,179,99,99,139,522.6399,0
1,Famine,0,139,159,159,179,105.7568,1
1,Famine,0,119,99,99,239,294.9903,1
1,Famine,1,159,219,219,99,367.5241,1
2,Famine,0,159,80,160,99,111.325,1
2,Flood,0,99,119,218,159,556.1189,2
1,Famine,0,199,99,99,219,107.0047,0
1,Flood,1,99,119,119,219,222.7246,2
2,Famine,0,278,179,318,179,165.5483,1
1,Famine,0,219,219,219,179,103.8809,1
1,Famine,0,80,239,239,278,263.1316,1
2,Hurricane,1,99,219,477,298,110.0011,1
1,Flood,1,278,239,239,199,65.9109,2
1,Hurricane,1,99,119,119,179,548.3833,0
1,Flood,0,119,100,100,179,235.0021,2
2,Famine,0,119,99,198,119,256.0005,1
1,Famine,0,139,179,179,179,80.7233,1
1,Famine,1,139,278,278,179,425.2473,1
2,Flood,0,139,179,278,159,221.6151,2
1,Famine,0,179,179,179,20,83.8824,0
1,Flood,0,0,238,238,199,0,2
1,Famine,0,80,179,179,239,228.6329,1
1,Flood,1,179,358,358,99,48.8365,2
1,Famine,0,219,139,139,159,264.8971,0
1,Famine,0,238,99,99,99,222.1041,1
1,Flood,1,99,99,99,99,95.0474,2
2,Famine,0,179,179,378,239,192.0527,0
1,Famine,1,99,239,239,139,198.1338,1
1,Famine,1,179,179,179,199,159.3212,1
1,Famine,0,239,139,139,99,72.0347,1
1,Famine,0,99,119,119,99,215.5284,0
1,Flood,1,139,139,139,219,149.688,2
1,Hurricane,0,139,119,119,99,70.8414,1
1,Flood,0,139,139,139,139,113.5176,2
1,Flood,1,139,199,199,159,404.9228,2
1,Flood,1,99,139,139,99,846.6512,2
1,Flood,0,139,238,238,139,173.0354,2
1,Famine,1,0,20,20,199,0,0
1,Flood,1,159,80,80,199,178.9839,2
1,Famine,1,139,99,99,99,404.5346,1
1,Flood,0,139,139,139,80,73.2547,2
1,Famine,0,99,99,99,99,110.7542,1
1,Famine,0,80,80,80,99,98.0306,0
1,Famine,0,199,259,259,120,96.3146,1
1,Famine,0,179,139,139,139,895.1633,0
1,Famine,0,139,99,99,100,472.0095,0
1,Flood,1,139,139,139,398,133.0085,2
1,Hurricane,1,99,338,338,99,130.6379,1
1,Flood,0,139,199,199,99,289.3877,2
1,Famine,0,99,219,219,139,81.6854,1
2,Famine,0,179,139,278,119,210.6899,0
3,Famine,0,139,99,496,139,232.8626,0
1,Famine,1,139,497,497,298,390.6549,0
1,Famine,1,258,199,199,139,469.6799,0
1,Flood,0,119,119,119,159,199.5025,2
1,Famine,0,99,99,99,139,163.0192,0
1,Hurricane,1,239,199,199,299,193.0317,1
1,Hurricane,1,199,179,179,159,102.6158,1
1,Flood,0,139,199,199,179,429.6164,2
1,Famine,0,179,358,358,139,81.6241,1
2,Famine,0,80,159,278,179,239.4598,0
